id,created_at,closed_at,cancelled_at,customer_id,financial_status,fulfillment_status,processed_at,total_price,shipping_rate,subtotal_price,total_discounts,total_line_items_price
7750390879,9/8/2016,9/13/2016,,8758729695,paid,fulfilled,9/8/2016,52,7,45,0,45
7750395871,9/8/2016,9/8/2016,,8758677279,paid,fulfilled,9/8/2016,104.26,27.26,77,0,77
7750401631,9/8/2016,9/13/2016,,8690474015,paid,fulfilled,9/8/2016,52,7,45,0,45
7750470879,9/8/2016,9/8/2016,,8715888863,paid,fulfilled,9/8/2016,52.89,7,42,0,42
7750527391,9/8/2016,9/13/2016,,8758869471,refunded,fulfilled,9/8/2016,42,7,35,0,35
7750649247,9/8/2016,9/13/2016,,8694338783,paid,fulfilled,9/8/2016,98.86,48.86,50,0,50
7750702559,9/8/2016,9/8/2016,,8719042463,paid,fulfilled,9/8/2016,232.48,52.48,180,0,180
7750709471,9/8/2016,,9/25/2016,8718905375,refunded,,9/8/2016,56.16,7,45,0,45
7750771039,9/8/2016,9/8/2016,,8697807007,paid,fulfilled,9/8/2016,85.93,47.93,38,0,38
7750883359,9/8/2016,9/8/2016,,8759135647,paid,fulfilled,9/8/2016,110.86,48.86,62,0,62
7750944159,9/8/2016,9/27/2016,,8694292383,paid,fulfilled,9/8/2016,52,7,45,0,45
7750947551,9/8/2016,9/13/2016,,8759230175,paid,fulfilled,9/8/2016,32,7,25,0,25
7750971999,9/8/2016,9/28/2016,,8702554079,paid,fulfilled,9/8/2016,128.86,48.86,80,0,80
7750995871,9/8/2016,9/27/2016,,8759276959,paid,fulfilled,9/8/2016,42,7,35,0,35
7751027295,9/8/2016,9/13/2016,,8689313759,paid,fulfilled,9/8/2016,42,7,35,0,35
7751074911,9/8/2016,9/8/2016,,8689362015,paid,fulfilled,9/8/2016,103,7,96,0,96
7751249951,9/8/2016,9/8/2016,,8690077279,paid,fulfilled,9/8/2016,100,7,93,0,93
7751275231,9/8/2016,9/13/2016,,8703489311,paid,fulfilled,9/8/2016,42,7,35,0,35
7751291295,9/8/2016,9/8/2016,,8708558495,paid,fulfilled,9/8/2016,167,0,167,0,167
7751376671,9/8/2016,9/27/2016,,8759646047,paid,fulfilled,9/8/2016,42,7,35,0,35
7751495263,9/8/2016,9/13/2016,,8758177055,paid,fulfilled,9/8/2016,94,7,87,0,87
7751533151,9/8/2016,9/13/2016,,8703066335,paid,fulfilled,9/8/2016,61.63,7,50,0,50
7751635807,9/8/2016,9/27/2016,,8759875935,paid,fulfilled,9/8/2016,32,7,25,0,25
7751795935,9/8/2016,9/13/2016,,8703461599,paid,fulfilled,9/8/2016,45.24,7,35,0,35
7751814495,9/8/2016,9/13/2016,,8706376735,paid,fulfilled,9/8/2016,65,7,58,0,58
7751821727,9/8/2016,9/13/2016,,8760041823,paid,fulfilled,9/8/2016,105.33,7,90,0,90
7751841183,9/8/2016,9/13/2016,,8703605599,paid,fulfilled,9/8/2016,70.37,7,58,0,58
7751891487,9/8/2016,,,8724450527,partially_refunded,fulfilled,9/8/2016,100,7,93,0,93
7751967199,9/8/2016,9/27/2016,,8753377119,paid,fulfilled,9/8/2016,52,7,45,0,45
7752215775,9/8/2016,9/13/2016,,8760387807,paid,fulfilled,9/8/2016,85.95,33.95,52,0,52
7752257375,9/8/2016,9/29/2016,,8689064927,paid,fulfilled,9/8/2016,105,0,105,0,105
7752469023,9/8/2016,9/13/2016,,8690986143,paid,fulfilled,9/8/2016,159.93,37.93,122,0,122
7752474911,9/8/2016,9/13/2016,,8692978911,paid,fulfilled,9/8/2016,34.31,7,25,0,25
7752543839,9/8/2016,9/27/2016,,8697753183,paid,fulfilled,9/8/2016,34.31,7,25,0,25
7752599199,9/8/2016,9/30/2016,,8698521823,paid,fulfilled,9/8/2016,61.63,7,50,0,50
7752738143,9/8/2016,9/13/2016,,8728992863,refunded,fulfilled,9/8/2016,52,7,45,0,45
7752831199,9/8/2016,9/29/2016,,8754558047,paid,fulfilled,9/8/2016,72.55,7,60,0,60
7752895967,9/8/2016,9/13/2016,,8690668767,paid,fulfilled,9/8/2016,81.29,7,68,0,68
7752908191,9/8/2016,9/13/2016,,8761008479,paid,fulfilled,9/8/2016,99.91,41.91,58,0,58
7752924703,9/8/2016,9/13/2016,,8709539807,paid,fulfilled,9/8/2016,32,7,25,0,25
7753051487,9/9/2016,9/13/2016,,8761138975,paid,fulfilled,9/9/2016,151.86,0,139,0,139
7753160543,9/9/2016,9/29/2016,,8760997983,paid,fulfilled,9/9/2016,118,0,118,0,118
7753202207,9/9/2016,9/13/2016,,8692666975,paid,fulfilled,9/9/2016,52.89,7,42,0,42
7753221727,9/9/2016,9/13/2016,,8691951071,refunded,fulfilled,9/9/2016,34.31,7,25,0,25
7753490079,9/9/2016,9/28/2016,,8691193439,paid,fulfilled,9/9/2016,125,0,125,0,125
7753507743,9/9/2016,9/29/2016,,8743549279,paid,fulfilled,9/9/2016,201,0,201,0,201
7753523231,9/9/2016,9/13/2016,,8761608863,paid,fulfilled,9/9/2016,34.31,7,25,0,25
7757739295,9/10/2016,9/13/2016,,8764942815,paid,fulfilled,9/10/2016,142.93,37.93,105,0,105
7753529375,9/9/2016,9/13/2016,,8688693151,paid,fulfilled,9/9/2016,32,7,25,0,25
7753598559,9/9/2016,9/13/2016,,8761681311,paid,fulfilled,9/9/2016,65,7,58,0,58
7753613471,9/9/2016,9/13/2016,,8761706719,paid,fulfilled,9/9/2016,45.24,7,35,0,35
7753616159,9/9/2016,,9/22/2016,8761708383,refunded,,9/9/2016,56.16,7,45,0,45
7753662815,9/9/2016,9/14/2016,,8761758751,paid,fulfilled,9/9/2016,112,0,112,0,112
7753729439,9/9/2016,9/13/2016,,8690644767,paid,fulfilled,9/9/2016,150.77,0,138,0,138
7753766047,9/9/2016,9/13/2016,,8761624735,paid,fulfilled,9/9/2016,34.31,7,25,0,25
7753778783,9/9/2016,9/13/2016,,8749549471,paid,fulfilled,9/9/2016,126.73,0,116,0,116
7753788511,9/9/2016,9/21/2016,,8761896351,partially_refunded,fulfilled,9/9/2016,104.93,14.45,87,0,87
7753854239,9/9/2016,9/13/2016,,8689050719,paid,fulfilled,9/9/2016,97.93,47.93,50,0,50
7754062175,9/9/2016,9/13/2016,,8742153311,paid,fulfilled,9/9/2016,34.31,7,25,0,25
7754204703,9/9/2016,9/28/2016,,8762309663,paid,fulfilled,9/9/2016,87,7,80,0,80
7754457887,9/9/2016,9/13/2016,,8762524319,paid,fulfilled,9/9/2016,132,0,132,0,132
7754620511,9/9/2016,9/13/2016,,8762692639,paid,fulfilled,9/9/2016,114,0,114,0,114
7754649631,9/9/2016,9/13/2016,,8762716255,paid,fulfilled,9/9/2016,48.52,7,38,0,38
7755389023,9/9/2016,9/13/2016,,8763092831,paid,fulfilled,9/9/2016,49,7,42,0,42
7755504479,9/9/2016,9/13/2016,,8763164831,paid,fulfilled,9/9/2016,48.52,7,38,0,38
7755625823,9/9/2016,9/13/2016,,8763243935,paid,fulfilled,9/9/2016,139.63,52.63,87,0,87
7755666463,9/9/2016,9/13/2016,,8756319903,paid,fulfilled,9/9/2016,75.83,7,63,0,63
7755740255,9/9/2016,9/13/2016,,8763320031,paid,fulfilled,9/9/2016,134,0,134,0,134
7755819039,9/9/2016,9/13/2016,,8760623519,paid,fulfilled,9/9/2016,139,0,139,0,139
7755903775,9/9/2016,9/13/2016,,8763397855,paid,fulfilled,9/9/2016,45.24,7,35,0,35
7756026719,9/9/2016,9/14/2016,,8763563167,paid,fulfilled,9/9/2016,84,7,77,0,77
7756056671,9/9/2016,9/27/2016,,8761373663,refunded,fulfilled,9/9/2016,52,7,45,0,45
7756155039,9/9/2016,9/13/2016,,8763655711,refunded,fulfilled,9/9/2016,52,7,45,0,45
7756308255,9/9/2016,9/13/2016,,8737657119,paid,fulfilled,9/9/2016,94,7,87,0,87
7756344223,9/9/2016,9/27/2016,,8763666079,paid,fulfilled,9/9/2016,42,7,35,0,35
7756669791,9/9/2016,9/13/2016,,8723504927,paid,fulfilled,9/9/2016,97,7,90,0,90
7756718111,9/9/2016,9/13/2016,,8763961503,paid,fulfilled,9/9/2016,32,7,25,0,25
7756773023,9/9/2016,9/27/2016,,8689930399,paid,fulfilled,9/9/2016,42,7,35,0,35
7756787807,9/9/2016,9/13/2016,,8764018911,paid,fulfilled,9/9/2016,45.24,7,35,0,35
7756808863,9/9/2016,9/13/2016,,8764031455,paid,fulfilled,9/9/2016,57,7,50,0,50
7756849759,9/9/2016,9/14/2016,,8764077215,paid,fulfilled,9/9/2016,87,7,80,0,80
7756922335,9/9/2016,9/13/2016,,8764151071,paid,fulfilled,9/9/2016,45.24,7,35,0,35
7756951839,9/9/2016,9/13/2016,,8698408031,paid,fulfilled,9/9/2016,135,0,135,0,135
7757095263,9/9/2016,9/13/2016,,8764307039,paid,fulfilled,9/9/2016,102.05,7,87,0,87
7757130015,9/9/2016,9/13/2016,,8764335967,paid,fulfilled,9/9/2016,84,7,77,0,77
7757233759,9/9/2016,9/13/2016,,8689863135,paid,fulfilled,9/9/2016,52,7,45,0,45
7757241951,9/9/2016,9/27/2016,,8690627295,paid,fulfilled,9/9/2016,56.16,7,45,0,45
7757262751,9/10/2016,9/13/2016,,8690524255,paid,fulfilled,9/10/2016,45,7,38,0,38
7757269023,9/10/2016,9/13/2016,,8745746207,refunded,fulfilled,9/10/2016,56.16,7,45,0,45
7757623263,9/10/2016,9/27/2016,,8764821663,paid,fulfilled,9/10/2016,42,7,35,0,35
7757628191,9/10/2016,9/27/2016,,8726524319,paid,fulfilled,9/10/2016,82.93,37.93,45,0,45
7757648863,9/10/2016,9/13/2016,,8764845663,paid,fulfilled,9/10/2016,94,7,87,0,87
7757720479,9/10/2016,9/29/2016,,8764916831,paid,fulfilled,9/10/2016,122,0,122,0,122
7757841247,9/10/2016,9/13/2016,,8765047071,paid,fulfilled,9/10/2016,70.37,7,58,0,58
7757901471,9/10/2016,9/27/2016,,8765108511,paid,fulfilled,9/10/2016,34.31,7,25,0,25
7757977695,9/10/2016,9/13/2016,,8765194719,paid,fulfilled,9/10/2016,89.26,27.26,62,0,62
7758003871,9/10/2016,9/13/2016,,8765224735,paid,fulfilled,9/10/2016,34.31,7,25,0,25
7758005599,9/10/2016,9/14/2016,,8765222495,paid,fulfilled,9/10/2016,61.63,7,50,0,50
7758012255,9/10/2016,9/27/2016,,8691761311,paid,fulfilled,9/10/2016,52,7,45,0,45
7758074207,9/10/2016,9/14/2016,,8765306527,paid,fulfilled,9/10/2016,52,7,45,0,45
7758279775,9/10/2016,9/14/2016,,8690149151,paid,fulfilled,9/10/2016,52.89,7,42,0,42
7758908895,9/10/2016,9/14/2016,,8693583199,paid,fulfilled,9/10/2016,143.93,47.93,96,0,96
7758942431,9/10/2016,9/14/2016,,8766119327,paid,fulfilled,9/10/2016,32,7,25,0,25
7759076191,9/10/2016,9/14/2016,,8765389215,paid,fulfilled,9/10/2016,52.89,7,42,0,42
7759270495,9/10/2016,10/3/2016,,8726543135,paid,fulfilled,9/10/2016,87.93,37.93,50,0,50
7759289503,9/10/2016,9/14/2016,,8766706015,paid,fulfilled,9/10/2016,52,7,45,0,45
7759312031,9/10/2016,9/14/2016,,8766732831,paid,fulfilled,9/10/2016,56.16,7,45,0,45
7759944351,9/10/2016,9/14/2016,,8766725343,refunded,fulfilled,9/10/2016,49,7,42,0,42
7760006047,9/10/2016,9/14/2016,,8767331871,paid,fulfilled,9/10/2016,69,7,62,0,62
7760096223,9/10/2016,9/27/2016,,8689957087,paid,fulfilled,9/10/2016,52,7,45,0,45
7760364959,9/10/2016,9/14/2016,,8767520479,paid,fulfilled,9/10/2016,126.73,0,116,0,116
7760373983,9/10/2016,9/14/2016,,8722583903,paid,fulfilled,9/10/2016,52.89,7,42,0,42
7760564447,9/10/2016,9/27/2016,,8708155871,paid,fulfilled,9/10/2016,56.16,7,45,0,45
7760590367,9/10/2016,9/14/2016,,8767758495,paid,fulfilled,9/10/2016,52.89,7,42,0,42
7760602015,9/10/2016,9/29/2016,,8694996511,paid,fulfilled,9/10/2016,110,0,110,0,110
7760607135,9/10/2016,9/14/2016,,8767773215,paid,fulfilled,9/10/2016,41.96,7,32,0,32
7760625951,9/10/2016,9/27/2016,,8767792927,paid,fulfilled,9/10/2016,45.24,7,35,0,35
7760730271,9/11/2016,9/14/2016,,8767891935,paid,fulfilled,9/11/2016,57,7,50,0,50
7760735135,9/11/2016,9/14/2016,,8757530719,paid,fulfilled,9/11/2016,32,7,25,0,25
7760738143,9/11/2016,9/27/2016,,8767898143,paid,fulfilled,9/11/2016,32,7,25,0,25
7760738591,9/11/2016,9/14/2016,,8767898783,paid,fulfilled,9/11/2016,34.31,7,25,0,25
7760902751,9/11/2016,9/14/2016,,8704438239,paid,fulfilled,9/11/2016,63.81,7,52,0,52
7761033695,9/11/2016,9/14/2016,,8707689183,paid,fulfilled,9/11/2016,120.53,15.65,96,0,96
7761097823,9/11/2016,9/29/2016,,8695319711,paid,fulfilled,9/11/2016,99.86,7,85,0,85
7761124255,9/11/2016,10/2/2016,,8767713119,paid,fulfilled,9/11/2016,84.57,7,71,0,71
7761127967,9/11/2016,9/27/2016,,8690617695,paid,fulfilled,9/11/2016,52,7,45,0,45
7761141983,9/11/2016,9/27/2016,,8736301855,paid,fulfilled,9/11/2016,52,7,45,0,45
7761172063,9/11/2016,9/27/2016,,8726840287,paid,fulfilled,9/11/2016,56.16,7,45,0,45
7761208607,9/11/2016,9/14/2016,,8768364127,paid,fulfilled,9/11/2016,114,0,114,0,114
7761217631,9/11/2016,9/27/2016,,8768372575,paid,fulfilled,9/11/2016,52,7,45,0,45
7761240735,9/11/2016,10/2/2016,,8768401311,paid,fulfilled,9/11/2016,87,7,80,0,80
7761247455,9/11/2016,9/27/2016,,8768407007,paid,fulfilled,9/11/2016,52,7,45,0,45
7761271455,9/11/2016,,9/21/2016,8689015583,refunded,,9/11/2016,108.48,38.48,70,0,70
7761332575,9/11/2016,9/14/2016,,8768486559,paid,fulfilled,9/11/2016,109.25,0,100,0,100
7761363039,9/11/2016,9/14/2016,,8768528095,paid,fulfilled,9/11/2016,34.31,7,25,0,25
7761388127,9/11/2016,9/14/2016,,8768555167,refunded,fulfilled,9/11/2016,32,7,25,0,25
7761461599,9/11/2016,9/14/2016,,8768611871,paid,fulfilled,9/11/2016,67.51,42.51,25,0,25
7761462623,9/11/2016,9/14/2016,,8768487647,paid,fulfilled,9/11/2016,34.31,7,25,0,25
7761490079,9/11/2016,9/14/2016,,8689765023,refunded,fulfilled,9/11/2016,70.37,7,58,0,58
7762352607,9/11/2016,9/14/2016,,8769387295,paid,fulfilled,9/11/2016,49,7,42,0,42
7762358239,9/11/2016,9/14/2016,,8728681055,paid,fulfilled,9/11/2016,65,7,58,0,58
7762375967,9/11/2016,9/14/2016,,8769407263,refunded,fulfilled,9/11/2016,86,7,79,0,79
7762376287,9/11/2016,9/27/2016,,8690033823,paid,fulfilled,9/11/2016,52,7,45,0,45
7762446687,9/11/2016,10/2/2016,,8769469023,paid,fulfilled,9/11/2016,61.63,7,50,0,50
7762451551,9/11/2016,9/14/2016,,8689909599,paid,fulfilled,9/11/2016,103,7,96,0,96
7762459423,9/11/2016,9/27/2016,,8693191327,paid,fulfilled,9/11/2016,34.31,7,25,0,25
7762486431,9/11/2016,9/27/2016,,8769506207,paid,fulfilled,9/11/2016,32,7,25,0,25
7762496287,9/11/2016,9/27/2016,,8758576543,paid,fulfilled,9/11/2016,42,7,35,0,35
7762508831,9/11/2016,9/27/2016,,8723797727,paid,fulfilled,9/11/2016,34.31,7,25,0,25
7762558431,9/11/2016,10/2/2016,,8713971359,paid,fulfilled,9/11/2016,142.03,0,130,0,130
7762559903,9/11/2016,9/14/2016,,8769540191,paid,fulfilled,9/11/2016,111.88,7,96,0,96
7762614239,9/11/2016,9/27/2016,,8690846815,paid,fulfilled,9/11/2016,32,7,25,0,25
7762655519,9/11/2016,9/27/2016,,8769640031,paid,fulfilled,9/11/2016,32,7,25,0,25
7762697119,9/11/2016,9/14/2016,,8769686815,paid,fulfilled,9/11/2016,57,7,50,0,50
7762700319,9/11/2016,9/14/2016,,8769688607,paid,fulfilled,9/11/2016,32,7,25,0,25
7762706655,9/11/2016,9/14/2016,,8769689439,paid,fulfilled,9/11/2016,32,7,25,0,25
7762732319,9/11/2016,9/27/2016,,8769712479,paid,fulfilled,9/11/2016,32,7,25,0,25
7762869663,9/11/2016,10/2/2016,,8769828191,paid,fulfilled,9/11/2016,57,7,50,0,50
7762873631,9/11/2016,9/27/2016,,8689236767,paid,fulfilled,9/11/2016,32,7,25,0,25
7762891359,9/11/2016,9/27/2016,,8769849759,paid,fulfilled,9/11/2016,32,7,25,0,25
7762921887,9/11/2016,9/28/2016,,8689228447,paid,fulfilled,9/11/2016,105,0,105,0,105
7762987871,9/11/2016,9/27/2016,,8689213599,paid,fulfilled,9/11/2016,34.31,7,25,0,25
7763027871,9/11/2016,9/14/2016,,8769969759,paid,fulfilled,9/11/2016,32,7,25,0,25
7763033119,9/11/2016,10/2/2016,,8769971679,paid,fulfilled,9/11/2016,118,0,118,0,118
7763049375,9/11/2016,9/14/2016,,8769988767,paid,fulfilled,9/11/2016,32,7,25,0,25
7763073951,9/11/2016,9/14/2016,,8691473375,paid,fulfilled,9/11/2016,109.25,0,100,0,100
7763082015,9/11/2016,9/27/2016,,8689824863,paid,fulfilled,9/11/2016,32,7,25,0,25
7763091807,9/11/2016,9/28/2016,,8717200351,paid,fulfilled,9/11/2016,7,7,0,374,374
7763116575,9/11/2016,9/27/2016,,8769942751,paid,fulfilled,9/11/2016,32,7,25,0,25
7763122783,9/11/2016,9/21/2016,,8770059295,paid,fulfilled,9/11/2016,42,7,35,0,35
7763129951,9/11/2016,,9/12/2016,8770067679,refunded,,9/11/2016,45.24,7,35,0,35
7763132447,9/11/2016,9/27/2016,,8770071519,paid,fulfilled,9/11/2016,32,7,25,0,25
7763140639,9/11/2016,9/14/2016,,8770077663,paid,fulfilled,9/11/2016,32,7,25,0,25
7763155423,9/11/2016,9/27/2016,,8770105183,paid,fulfilled,9/11/2016,32,7,25,0,25
7763172063,9/11/2016,9/27/2016,,8693581855,paid,fulfilled,9/11/2016,35.97,9.97,25,0,25
7763195295,9/11/2016,9/14/2016,,8770125983,paid,fulfilled,9/11/2016,32,7,25,0,25
7763217183,9/11/2016,9/27/2016,,8770167519,paid,fulfilled,9/11/2016,32,7,25,0,25
7763227807,9/11/2016,9/28/2016,,8770170399,paid,fulfilled,9/11/2016,83.48,7,70,0,70
7763230687,9/11/2016,,9/11/2016,8717200351,refunded,,9/11/2016,91.12,7,77,0,77
7763242975,9/11/2016,9/27/2016,,8770190239,paid,fulfilled,9/11/2016,34.31,7,25,0,25
7763244127,9/11/2016,9/27/2016,,8701013023,paid,fulfilled,9/11/2016,32,7,25,0,25
7763253663,9/11/2016,9/12/2016,,8717200351,paid,fulfilled,9/11/2016,7,7,0,77,77
7763289183,9/11/2016,9/28/2016,,8770236575,paid,fulfilled,9/11/2016,105,0,105,0,105
7763291359,9/11/2016,9/27/2016,,8770239199,paid,fulfilled,9/11/2016,32,7,25,0,25
7763312927,9/11/2016,9/14/2016,,8770259231,paid,fulfilled,9/11/2016,32,7,25,0,25
7763337503,9/11/2016,9/27/2016,,8770260703,paid,fulfilled,9/11/2016,32,7,25,0,25
7763403103,9/11/2016,9/27/2016,,8691504543,paid,fulfilled,9/11/2016,32,7,25,0,25
7763407647,9/11/2016,9/27/2016,,8770336479,paid,fulfilled,9/11/2016,56.16,7,45,0,45
7763420447,9/11/2016,9/27/2016,,8770347167,paid,fulfilled,9/11/2016,34.31,7,25,0,25
7763478175,9/11/2016,10/2/2016,,8770379359,paid,fulfilled,9/11/2016,215.22,0,197,0,197
7763497503,9/11/2016,9/27/2016,,8690903519,paid,fulfilled,9/11/2016,32,7,25,0,25
7763499935,9/11/2016,10/2/2016,,8770429343,paid,fulfilled,9/11/2016,57,7,50,0,50
7763524255,9/11/2016,9/27/2016,,8770456607,paid,fulfilled,9/11/2016,32,7,25,0,25
7763526559,9/11/2016,9/27/2016,,8770461599,paid,fulfilled,9/11/2016,32,7,25,0,25
7763570527,9/11/2016,9/27/2016,,8695087199,paid,fulfilled,9/11/2016,61.63,7,50,0,50
7763574239,9/11/2016,9/27/2016,,8770501151,paid,fulfilled,9/11/2016,32,7,25,0,25
7763610591,9/11/2016,10/2/2016,,8770411615,paid,fulfilled,9/11/2016,57,7,50,0,50
7763611743,9/11/2016,,9/11/2016,8770529375,refunded,,9/11/2016,57,7,50,0,50
7763626783,9/11/2016,9/27/2016,,8770553183,paid,fulfilled,9/11/2016,34.31,7,25,0,25
7763644447,9/11/2016,9/27/2016,,8770531103,paid,fulfilled,9/11/2016,34.31,7,25,0,25
7763659807,9/11/2016,9/14/2016,,8770584671,paid,fulfilled,9/11/2016,34.31,7,25,0,25
7763663839,9/11/2016,10/2/2016,,8770529375,paid,fulfilled,9/11/2016,57,7,50,0,50
7763687647,9/11/2016,9/27/2016,,8770605023,paid,fulfilled,9/11/2016,32,7,25,0,25
7763705375,9/11/2016,9/14/2016,,8722702815,paid,fulfilled,9/11/2016,103,0,103,0,103
7763715039,9/11/2016,9/14/2016,,8770611295,paid,fulfilled,9/11/2016,94,7,87,0,87
7763715679,9/11/2016,9/27/2016,,8770632159,paid,fulfilled,9/11/2016,32,7,25,0,25
7763738527,9/11/2016,10/2/2016,,8770658911,paid,fulfilled,9/11/2016,77,7,70,0,70
7763759519,9/11/2016,9/28/2016,,8770682335,paid,fulfilled,9/11/2016,94.4,7,80,0,80
7763811231,9/11/2016,9/14/2016,,8688638303,paid,fulfilled,9/11/2016,80.2,7,67,0,67
7763819743,9/11/2016,9/27/2016,,8770734815,paid,fulfilled,9/11/2016,32,7,25,0,25
7763823455,9/11/2016,9/27/2016,,8770736991,paid,fulfilled,9/11/2016,34.31,7,25,0,25
7763848991,9/11/2016,9/14/2016,,8726212703,paid,fulfilled,9/11/2016,32,7,25,0,25
7763880927,9/11/2016,10/2/2016,,8688843103,paid,fulfilled,9/11/2016,104,0,104,0,104
7763919711,9/11/2016,9/14/2016,,8770821215,paid,fulfilled,9/11/2016,34.31,7,25,0,25
7763925855,9/11/2016,9/27/2016,,8770837599,paid,fulfilled,9/11/2016,32,7,25,0,25
7763963423,9/12/2016,9/14/2016,,8700352159,paid,fulfilled,9/12/2016,45,7,38,0,38
7763965855,9/12/2016,9/14/2016,,8758398687,paid,fulfilled,9/12/2016,48.52,7,38,0,38
7763984799,9/12/2016,9/21/2016,,8770892639,paid,fulfilled,9/12/2016,45.24,7,35,0,35
7763991583,9/12/2016,9/14/2016,,8770900191,paid,fulfilled,9/12/2016,56.16,7,45,0,45
7763991839,9/12/2016,9/14/2016,,8699766367,paid,fulfilled,9/12/2016,48.52,7,38,0,38
7764005151,9/12/2016,9/27/2016,,8770910559,paid,fulfilled,9/12/2016,32,7,25,0,25
7764018271,9/12/2016,9/14/2016,,8698218527,paid,fulfilled,9/12/2016,106.48,38.48,68,0,68
7764029471,9/12/2016,9/14/2016,,8770939999,paid,fulfilled,9/12/2016,34.31,7,25,0,25
7764046687,9/12/2016,9/27/2016,,8696915743,paid,fulfilled,9/12/2016,34.31,7,25,0,25
7764048735,9/12/2016,9/14/2016,,8706854111,paid,fulfilled,9/12/2016,70.37,7,58,0,58
7764052831,9/12/2016,9/27/2016,,8770592479,paid,fulfilled,9/12/2016,109.25,0,100,0,100
7764071455,9/12/2016,9/14/2016,,8770984607,paid,fulfilled,9/12/2016,32,7,25,0,25
7764074079,9/12/2016,9/14/2016,,8770984927,paid,fulfilled,9/12/2016,32,7,25,0,25
7764074463,9/12/2016,9/14/2016,,8760041823,paid,fulfilled,9/12/2016,75.83,7,63,0,63
7764180127,9/12/2016,9/27/2016,,8771094175,paid,fulfilled,9/12/2016,52,7,45,0,45
7764208991,9/12/2016,9/27/2016,,8690856863,paid,fulfilled,9/12/2016,32,7,25,0,25
7764237663,9/12/2016,9/14/2016,,8771008799,paid,fulfilled,9/12/2016,124,0,124,0,124
7764253023,9/12/2016,9/21/2016,,8771132191,paid,fulfilled,9/12/2016,42,7,35,0,35
7764254431,9/12/2016,9/14/2016,,8734780703,paid,fulfilled,9/12/2016,75,7,68,0,68
7764284191,9/12/2016,9/27/2016,,8769980127,paid,fulfilled,9/12/2016,32,7,25,0,25
7764309343,9/12/2016,9/14/2016,,8771231327,paid,fulfilled,9/12/2016,63.81,7,52,0,52
7764350687,9/12/2016,9/14/2016,,8734436703,paid,fulfilled,9/12/2016,32,7,25,0,25
7764363295,9/12/2016,9/14/2016,,8771264223,paid,fulfilled,9/12/2016,105,0,105,0,105
7764388575,9/12/2016,,9/12/2016,8771314783,refunded,,9/12/2016,105,0,105,0,105
7764399327,9/12/2016,9/14/2016,,8771325983,partially_refunded,fulfilled,9/12/2016,124.55,0,114,0,114
7764400927,9/12/2016,10/2/2016,,8770071455,paid,fulfilled,9/12/2016,57,7,50,0,50
7764443999,9/12/2016,9/27/2016,,8771376031,paid,fulfilled,9/12/2016,32,7,25,0,25
7764572703,9/12/2016,10/2/2016,,8689062431,paid,fulfilled,9/12/2016,125.64,0,115,0,115
7764487583,9/12/2016,9/27/2016,,8695346975,paid,fulfilled,9/12/2016,34.31,7,25,0,25
7764492447,9/12/2016,10/2/2016,,8771429855,paid,fulfilled,9/12/2016,57,7,50,0,50
7764522655,9/12/2016,9/27/2016,,8766290975,paid,fulfilled,9/12/2016,56.16,7,45,0,45
7764527839,9/12/2016,9/27/2016,,8771450143,paid,fulfilled,9/12/2016,56.16,7,45,0,45
7764535647,9/12/2016,9/27/2016,,8771475231,paid,fulfilled,9/12/2016,32,7,25,0,25
7764573471,9/12/2016,9/28/2016,,8693257759,paid,fulfilled,9/12/2016,114.71,0,105,0,105
7764575839,9/12/2016,9/14/2016,,8689752543,paid,fulfilled,9/12/2016,75.83,7,63,0,63
7764587999,9/12/2016,9/14/2016,,8698139871,paid,fulfilled,9/12/2016,56.16,7,45,0,45
7764627807,9/12/2016,9/14/2016,,8771575903,paid,fulfilled,9/12/2016,129,0,129,0,129
7764631775,9/12/2016,9/14/2016,,8771578463,partially_refunded,fulfilled,9/12/2016,120.18,0,110,0,110
7764660895,9/12/2016,9/27/2016,,8696681183,paid,fulfilled,9/12/2016,34.31,7,25,0,25
7764680863,9/12/2016,10/2/2016,,8771630687,paid,fulfilled,9/12/2016,114.71,0,105,0,105
7764711263,9/12/2016,9/14/2016,,8771658271,paid,fulfilled,9/12/2016,114.29,14.45,96,0,96
7764719071,9/12/2016,9/27/2016,,8771543455,paid,fulfilled,9/12/2016,34.31,7,25,0,25
7764721695,9/12/2016,9/14/2016,,8689207583,paid,fulfilled,9/12/2016,42,7,35,0,35
7764732383,9/12/2016,9/14/2016,,8698837407,partially_refunded,fulfilled,9/12/2016,103,7,96,0,96
7764733855,9/12/2016,10/2/2016,,8771685215,paid,fulfilled,9/12/2016,77,7,70,0,70
7764738847,9/12/2016,9/27/2016,,8688688863,paid,fulfilled,9/12/2016,34.31,7,25,0,25
7764804127,9/12/2016,9/27/2016,,8771793823,paid,fulfilled,9/12/2016,56.77,9.97,45,0,45
7764829215,9/12/2016,9/27/2016,,8769506207,paid,fulfilled,9/12/2016,32,7,25,0,25
7764963935,9/12/2016,9/14/2016,,8771935903,paid,fulfilled,9/12/2016,34.31,7,25,0,25
7764995231,9/12/2016,9/27/2016,,8693226271,paid,fulfilled,9/12/2016,32,7,25,0,25
7765876511,9/12/2016,10/2/2016,,8772755807,paid,fulfilled,9/12/2016,90,7,83,0,83
7765892191,9/12/2016,10/2/2016,,8772756575,paid,fulfilled,9/12/2016,122,0,122,0,122
